Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
-0.15873445295239835,-0.8488899457067915,-0.7953799092855018,-0.505255140679414,0.4183376989231568,-0.1431008477633384,0
1.714855711950618,-0.8488899457067915,-0.7953799092855018,-0.505255140679414,0.2974143074105424,-0.11442100894659696,0
-2.032324617855415,-0.8488899457067915,-0.7199883582004293,-0.49160213629199945,0.25473546334726654,-0.07140125072148482,0
1.714855711950618,-0.8488899457067915,-0.7953799092855018,-0.15027702660663492,0.18360405657514023,0.00029834632036874613,0
-0.15873445295239835,-0.8488899457067915,-0.7953799092855018,-0.09225175796012294,0.2974143074105424,0.043318104545480886,0
1.714855711950618,-0.9001436230756297,-0.8707714603706173,1.1160391303260675,-1.3599474703800003,0.07199794336222232,0
-0.15873445295239835,-0.8488899457067915,-0.7953799092855018,-0.33459258583673174,0.09824636844858849,0.11501770158733446,0
-2.032324617855415,-0.8488899457067915,-0.7199883582004293,-0.31069982815875624,0.6388450599167484,0.14369754040407587,0
1.714855711950618,-0.7976362683379826,-0.7199883582004293,-0.35507209241785365,-0.05824272645008907,0.21539713744592945,0
-0.15873445295239835,-0.7976362683379826,-0.7953799092855018,4.590728746923078,-2.867933293949078,0.2584168956710416,1
-0.15873445295239835,-0.7976362683379826,-0.7953799092855018,-0.4540563742266093,0.7099764666888747,0.287096734487783,0
-2.032324617855415,-0.8488899457067915,-0.8707714603706173,-0.06494574918529378,-0.07958214848172726,0.31577657330452447,0
-0.15873445295239835,-0.9001436230756297,-0.8707714603706173,0.1671553254007541,-0.6984253873992258,0.387476170346378,0
-0.15873445295239835,-0.9001436230756297,-0.8707714603706173,0.5972249636043134,-1.0540824212598572,0.41615600916311946,0
-0.15873445295239835,-0.8488899457067915,-0.7953799092855018,-0.0137469827324891,-0.3000895094753184,0.44483584797986087,0
-0.15873445295239835,-0.8488899457067915,-0.7953799092855018,-0.13321077112236668,-0.17916611796270399,0.4735156867966023,0
-0.15873445295239835,-0.8488899457067915,-0.7953799092855018,-0.010333731635635455,-0.3285420721841693,0.5021955256133437,0
1.714855711950618,-0.8488899457067915,-0.8707714603706173,0.49482743069870405,-1.0967612653231331,0.5308753644300851,0
-0.15873445295239835,-0.8488899457067915,-0.7953799092855018,-0.4711226297108776,0.6744107633028116,0.5738951226551973,0
-0.15873445295239835,-0.8488899457067915,-0.7953799092855018,-0.4199238632580729,0.5463742311129844,0.6025749614719387,0
1.714855711950618,-0.8488899457067915,-0.8707714603706173,0.2593131050158025,-0.47791802640563413,0.6312548002886801,0
-0.15873445295239835,-0.8488899457067915,-0.8707714603706173,1.0682536149701165,-1.5662285500191668,0.6742745585137923,0
1.714855711950618,-0.7976362683379826,-0.8707714603706173,1.0102283463236046,-1.3528343297027878,0.7029543973305337,0
-0.15873445295239835,-0.7463825909691446,-0.7953799092855018,0.023798779332900998,-0.4494654636967837,0.7459741555556458,0
-0.15873445295239835,-0.7463825909691446,-0.7953799092855018,-0.41651061216121926,0.012888680322037228,0.7746539943723872,0
1.714855711950618,-0.7976362683379826,-0.9461630114557327,0.5562659504420696,-1.1536663907408342,0.8033338331891287,0
-2.032324617855415,-0.8488899457067915,-0.9461630114557327,-0.17075653318775677,-0.05824272645008907,0.8463535914142408,0
-0.15873445295239835,-0.8488899457067915,-0.9461630114557327,0.03745178372031558,-0.8904801856839669,0.9180531884560944,0
-0.15873445295239835,-0.7976362683379826,-0.8707714603706173,-0.36189859461156093,1.478195659827839,0.9467330272728358,1
1.714855711950618,-0.7976362683379826,-0.8707714603706173,1.3925124691712127,-1.5875679720508045,0.9754128660895772,0
-0.15873445295239835,-0.7976362683379826,-0.7953799092855018,-0.21854204854370782,0.041341243030887646,1.0184326243146895,0
-0.15873445295239835,-0.7976362683379826,-0.7953799092855018,-0.5018418895825604,-0.03690330441845138,1.0471124631314308,0
-0.15873445295239835,-0.7463825909691446,-0.7953799092855018,0.2593131050158025,-0.7055385280764385,1.0757923019481723,0
-0.15873445295239835,-0.7976362683379826,-0.8707714603706173,0.29003236488748535,-0.8975933263611797,1.1044721407649136,0
-0.15873445295239835,-0.8488899457067915,-0.9461630114557327,-0.4677093786140239,0.1266989311574394,1.1331519795816551,0
-0.15873445295239835,-0.8488899457067915,-0.9461630114557327,-0.187822788672025,0.21205661928399067,1.1618318183983964,0
-0.15873445295239835,-0.8488899457067915,-0.9461630114557327,-0.2083022952531469,-0.257410665412043,1.190511657215138,1
-0.15873445295239835,-0.8488899457067915,-0.9461630114557327,-0.40285760777380464,0.46812968366364544,-1.7921915797259704,0
-0.15873445295239835,-0.8488899457067915,-0.9461630114557327,-0.38920460338639007,-0.4992574484372723,-1.763511740909229,0
-2.032324617855415,-0.8488899457067915,-1.0215545625408053,-0.24243480622168334,0.35431943282824324,-1.7348319020924876,0
-0.15873445295239835,-0.7976362683379826,-0.9461630114557327,-0.2253685507374151,0.18360405657514023,-1.663132305050634,0
-0.15873445295239835,-0.7976362683379826,-0.9461630114557327,-0.21512879744685418,-0.2929763687981062,-1.6344524662338926,0
-0.15873445295239835,-0.7463825909691446,-0.8707714603706173,-0.16051677989719584,-0.34276835353859425,-1.605772627417151,0
-0.15873445295239835,-0.7976362683379826,-0.9461630114557327,-0.32093958144931717,0.19071719725235298,-1.5770927886004098,0
1.714855711950618,-0.7463825909691446,-0.8707714603706173,0.9829223375487753,-1.288816063607874,-1.5484129497836683,0
-2.032324617855415,-0.7463825909691446,-0.8707714603706173,-0.2731540660933661,-0.07246900780451453,-1.505393191558556,0
-0.15873445295239835,-0.7463825909691446,-0.8707714603706173,0.09547705236682755,-0.9331590297472425,-1.4336935945167026,0
1.714855711950618,-0.7463825909691446,-0.8707714603706173,-0.3311793347398781,0.020001820999249957,-1.4050137556999611,0
1.714855711950618,-0.7976362683379826,-0.9461630114557327,-0.09907826015383023,-0.38544719760187013,-1.361993997474849,0
-0.15873445295239835,-0.7976362683379826,-0.9461630114557327,0.8088465316092394,-1.3599474703800003,-1.318974239249737,0
-0.15873445295239835,-0.7976362683379826,-0.9461630114557327,1.0716668660669701,-1.423965736474914,-1.2902944004329955,0
1.714855711950618,-0.7976362683379826,-0.9461630114557327,0.7201020030910447,-1.2674766415762362,-1.261614561616254,0
-0.15873445295239835,-0.6951289136003066,-0.8707714603706173,-0.2253685507374151,-0.1364872738994281,-1.2185948033911418,0
-0.15873445295239835,-0.7463825909691446,-0.9461630114557327,0.3617106379214119,-0.92604588907003,-1.1899149645744005,0
1.714855711950618,-0.7463825909691446,-0.8707714603706173,-0.563280409325926,0.517921668404134,-1.161235125757659,0
1.714855711950618,-0.7463825909691446,-0.8707714603706173,0.20128783636929054,-0.6841991060448008,-1.1182153675325468,0
1.714855711950618,-0.7976362683379826,-0.9461630114557327,0.7986067783186784,-1.0683087026142828,-1.0751956093074349,0
-0.15873445295239835,-0.7976362683379826,-1.0215545625408053,0.04427828591402287,-0.8691407636523287,-1.0321758510823227,0
-0.15873445295239835,-0.8488899457067915,-1.0215545625408053,0.023798779332900998,-0.03690330441845138,-1.0034960122655812,0
-0.15873445295239835,-0.8488899457067915,-0.9461630114557327,1.1467583901977503,-1.4168525957977014,-0.9748161734488398,0
-0.15873445295239835,-0.8488899457067915,-1.0215545625408053,1.621200292660407,-1.7227176449178445,-0.9461363346320983,0
-0.15873445295239835,-0.8488899457067915,-1.0215545625408053,0.13302281443221764,-0.3072026501525311,-0.9174564958153569,0
1.714855711950618,-0.8488899457067915,-1.0215545625408053,-0.2560878106090979,-0.3143157908297438,-0.8887766569986155,0
-0.15873445295239835,-0.8488899457067915,-1.0969461136259206,-0.2253685507374151,-0.10803471119057768,-0.8457568987735034,0
-0.15873445295239835,-0.8488899457067915,-1.0969461136259206,0.25589985391894887,-0.9829510144877309,-0.8170770599567619,0
-0.15873445295239835,-0.8488899457067915,-1.0969461136259206,-0.24243480622168334,0.25473546334726654,-0.7883972211400205,0
1.714855711950618,-0.8488899457067915,-1.0215545625408053,-0.06494574918529378,0.13381207183465163,-0.7597173823232791,0
-2.032324617855415,-0.7976362683379826,-1.0215545625408053,0.35829738682455825,-0.8691407636523287,-0.716697624098167,0
-0.15873445295239835,-0.7976362683379826,-1.0969461136259206,0.1910480830787296,-0.769556794171352,-0.6449980270563134,0
-0.15873445295239835,-0.8488899457067915,-1.1723376647109933,1.2150234121348231,-1.5946811127280172,-0.616318188239572,0
-2.032324617855415,-0.9001436230756297,-1.1723376647109933,-0.058119246991586486,-0.10092157051336495,-0.5876383494228306,0
1.714855711950618,-0.8488899457067915,-1.0969461136259206,-0.061532498088440135,-0.38544719760187013,-0.515938752380977,0
1.714855711950618,-0.8488899457067915,-1.1723376647109933,-0.10249151125068388,-0.21473182134876712,-0.4729189941558648,0
-0.15873445295239835,-0.8488899457067915,-1.1723376647109933,0.5596792015389233,-1.1038744060003458,-0.42989923593075263,0
-0.15873445295239835,-0.8488899457067915,-1.1723376647109933,-0.2902203215776344,0.05556752438531311,-0.4012193971140112,0
-0.15873445295239835,-0.7976362683379826,-1.0969461136259206,0.16374207430390045,-0.769556794171352,-0.3725395582972698,0
-0.15873445295239835,-0.8488899457067915,-1.1723376647109933,0.28320586269377807,-0.8478013416206911,-0.3438597194805284,0
1.714855711950618,-0.8488899457067915,-1.1723376647109933,0.6518369811539717,-1.19634523480411,-0.31517988066378694,0
-0.15873445295239835,-0.9001436230756297,-1.2477292157961086,-0.16734328209090313,-0.3000895094753184,-0.2721601224386748,0
-0.15873445295239835,-0.7976362683379826,-1.0969461136259206,-0.2833938193839271,-0.01556388238681319,-0.24348028362193339,0
-0.15873445295239835,-0.7976362683379826,-1.0969461136259206,0.1432625677227786,-0.26452380608925524,-0.21480044480519195,0
-0.15873445295239835,-0.7463825909691446,-1.0215545625408053,-0.7032237042969255,0.4112245582459446,-0.18612060598845054,0
-0.15873445295239835,-0.7976362683379826,-1.0969461136259206,0.10230355456053485,-0.10803471119057768,-0.1574407671717091,0
-0.15873445295239835,-0.7976362683379826,-1.0969461136259206,0.7201020030910447,-1.1038744060003458,-0.12876092835496766,0
-0.15873445295239835,-0.7976362683379826,-1.1723376647109933,0.15008906991648588,-0.9047064670383919,-0.10008108953822625,0
-0.15873445295239835,-0.7463825909691446,-1.1723376647109933,-0.6383719334567062,1.108312344612782,-0.07140125072148482,0
-0.15873445295239835,-0.7976362683379826,-1.1723376647109933,-0.351658841321,0.11247264980301394,-0.04272141190474339,0
-0.15873445295239835,-0.7463825909691446,-1.1723376647109933,0.2422468495315343,-0.4494654636967837,-0.014041573088001967,0
-0.15873445295239835,-0.7976362683379826,-1.2477292157961086,0.14667581881963224,-0.7553305128169271,0.01463826572873946,0
-0.15873445295239835,-0.8488899457067915,-1.3231207668812242,-0.14686377550978127,-0.27163694676646793,0.043318104545480886,0
-0.15873445295239835,-0.8488899457067915,-1.3231207668812242,0.7542345140595811,-1.2247977975129605,0.07199794336222232,0
1.714855711950618,-0.9001436230756297,-1.3231207668812242,-0.2560878106090979,-0.12226099254500264,0.10067778217896374,0
1.714855711950618,-0.9001436230756297,-1.3231207668812242,-0.29363357267448803,0.33298001079660555,0.14369754040407587,0
-0.15873445295239835,-0.8488899457067915,-1.3231207668812242,-0.5018418895825604,0.5748267938218349,0.186717298629188,0
1.714855711950618,-0.8488899457067915,-1.2477292157961086,0.6654899855413863,-1.1678926720952594,0.21539713744592945,0
-2.032324617855415,-0.9001436230756297,-1.2477292157961086,-0.32776608364302445,0.05556752438531311,0.2584168956710416,0
-0.15873445295239835,-0.9001436230756297,-1.1723376647109933,-0.7475959685560228,0.7384290293977251,0.33011649271289517,0
-2.032324617855415,-0.8488899457067915,-1.1723376647109933,-0.22878180183426874,0.3187537294421801,0.3587963315296366,0
-0.15873445295239835,-0.8488899457067915,-1.1723376647109933,-0.8465802503647786,0.7739947327837883,0.43049592857149016,0
-0.15873445295239835,-0.8488899457067915,-1.1723376647109933,-0.017160233829342744,-0.6272939806270994,0.45917576738823157,0
-0.15873445295239835,-0.9001436230756297,-1.2477292157961086,0.09547705236682755,-0.691312246722013,0.487855606204973,0
1.714855711950618,-0.9513973004444386,-1.3231207668812242,0.8941778090305805,-1.1892320941268972,0.5165354450217144,0
-2.032324617855415,-0.9513973004444386,-1.3231207668812242,-0.37213834790212186,0.3969982768915191,0.5595552032468266,0
1.714855711950618,-0.9513973004444386,-1.3231207668812242,-0.4267503654517802,-0.17916611796270399,0.6312548002886801,0
-0.15873445295239835,-1.0026509778132766,-1.3231207668812242,-0.010333731635635455,-0.8051224975574152,0.6742745585137923,0
-2.032324617855415,-1.0026509778132766,-1.3231207668812242,0.3275781269528754,-0.6272939806270994,0.7029543973305337,0
-0.15873445295239835,-1.0539046551821147,-1.3231207668812242,-0.0035072294419281635,-0.34276835353859425,0.7746539943723872,0
1.714855711950618,-1.1051583325509236,-1.3985123179662966,-0.4677093786140239,0.2191697599612034,0.8033338331891287,0
-0.15873445295239835,-1.0539046551821147,-1.3985123179662966,-0.14686377550978127,-0.3569946348930197,0.8463535914142408,0
-0.15873445295239835,-1.0539046551821147,-1.3985123179662966,-0.32093958144931717,-0.1578266959310658,0.8750334302309822,0
1.714855711950618,-1.0539046551821147,-1.4739038690514121,-0.18099628647831772,-0.52059687046891,0.9037132690477236,0
1.714855711950618,-1.0539046551821147,-1.4739038690514121,0.23200709624097335,-0.2787500874436807,0.9467330272728358,0
-0.15873445295239835,-1.0539046551821147,-1.4739038690514121,1.139931888004043,-1.2745897822534489,0.989752785497948,0
-0.15873445295239835,-1.0539046551821147,-1.4739038690514121,0.04086503481716922,-0.6201808399498867,1.0184326243146895,0
-2.032324617855415,-1.0539046551821147,-1.4739038690514121,1.6075472882729924,-1.786735911012758,1.0471124631314308,0
1.714855711950618,-1.0539046551821147,-1.5492954201364846,-0.07177225137900108,0.0769069464169508,1.1188120601732845,0
-2.032324617855415,-1.0539046551821147,-1.4739038690514121,-0.12979752002551304,-0.10092157051336495,1.1618318183983964,0
1.714855711950618,-1.0539046551821147,-1.4739038690514121,-0.058119246991586486,-0.349881494215807,1.2335314154402501,0
-0.15873445295239835,-1.0539046551821147,-1.4739038690514121,-0.15369027770348856,0.1480383531890771,1.2765511736653623,0
-0.15873445295239835,-1.0539046551821147,-1.4739038690514121,-0.7987947350088275,1.1225386259672077,1.3052310124821036,1
-0.15873445295239835,-1.1051583325509236,-1.5492954201364846,-0.35507209241785365,0.5250348090813463,1.3339108512988451,1
-0.15873445295239835,-1.1051583325509236,-1.5492954201364846,0.23883359843468066,-0.6699728246903753,-1.7921915797259704,0
1.714855711950618,-1.0539046551821147,-1.4739038690514121,-0.16393003099404949,-0.07958214848172726,-1.763511740909229,0
1.714855711950618,-1.0026509778132766,-1.3985123179662966,-0.25950106170595155,-0.09380842983615222,-1.720491982684117,0
-0.15873445295239835,-1.0026509778132766,-1.3231207668812242,0.7405815096721665,-1.3457211890255751,-1.6774722244590048,0
-2.032324617855415,-1.0539046551821147,-1.4739038690514121,0.3275781269528754,-0.8762539043295415,-1.6487923856422633,0
-2.032324617855415,-1.0539046551821147,-1.3985123179662966,-0.19806254196258594,-0.14360041457664083,-1.5770927886004098,0
-0.15873445295239835,-1.0539046551821147,-1.3985123179662966,-0.2833938193839271,1.2363488768026092,-1.505393191558556,1
-0.15873445295239835,-1.0539046551821147,-1.3985123179662966,-0.6759176955220962,1.0087283751318055,-1.4767133527418148,0
1.714855711950618,-1.0539046551821147,-1.4739038690514121,0.32075162475916813,-0.7055385280764385,-1.4480335139250733,0
-0.15873445295239835,-1.1564120099197617,-1.5492954201364846,-0.18440953757517137,0.4183376989231568,-1.4050137556999611,0
1.714855711950618,-1.2076656872885707,-1.6246869712216,1.3925124691712127,-1.7156045042406318,-1.3763339168832198,0
1.714855711950618,-1.1564120099197617,-1.6246869712216,0.25589985391894887,-0.7980093568802025,-1.3333141586581077,0
-0.15873445295239835,-1.1564120099197617,-1.5492954201364846,-0.7168767086843401,0.951823249714104,-1.2902944004329955,0
-0.15873445295239835,-1.1564120099197617,-1.5492954201364846,-0.45746962532346297,-0.10092157051336495,-1.261614561616254,0
-0.15873445295239835,-1.1564120099197617,-1.5492954201364846,0.3480576335339973,-0.7268779501080762,-1.2329347227995127,0
-0.15873445295239835,-1.1564120099197617,-1.4739038690514121,1.610960539369846,-1.672925660177356,-1.2042548839827711,0
-0.15873445295239835,-1.1564120099197617,-1.4739038690514121,-0.2731540660933661,0.37565885485988143,-1.1755750451660298,0
-0.15873445295239835,-1.1564120099197617,-1.3985123179662966,-0.7237032108780473,0.3472062921510305,-1.1468952063492883,0
-0.15873445295239835,-1.1564120099197617,-1.3985123179662966,-0.14003727331607396,0.35431943282824324,-1.1182153675325468,0
-2.032324617855415,-1.1564120099197617,-1.3985123179662966,1.0511873594858483,-1.4737577212154025,-1.0895355287158055,0
1.714855711950618,-1.2076656872885707,-1.4739038690514121,-0.5939996691976088,0.2262829006384161,-1.0178359316739518,0
-0.15873445295239835,-1.2076656872885707,-1.4739038690514121,-0.10590476234753753,-0.3000895094753184,-0.9748161734488398,0
-0.15873445295239835,-1.1564120099197617,-1.4739038690514121,0.5153069372798259,-1.0185167178737942,-0.9461363346320983,0
-0.15873445295239835,-1.1564120099197617,-1.4739038690514121,-0.2390215551248297,-0.47791802640563413,-0.9174564958153569,0
-0.15873445295239835,-1.2076656872885707,-1.3985123179662966,-0.7339429641686083,0.7882210141382138,-0.8887766569986155,0
-0.15873445295239835,-1.1564120099197617,-1.3231207668812242,-0.4677093786140239,-0.12937413322221536,-0.8600968181818741,0
-0.15873445295239835,-1.1051583325509236,-1.2477292157961086,0.30709862037175356,-0.8051224975574152,-0.8314169793651326,0
1.714855711950618,-1.1051583325509236,-1.3231207668812242,0.07841079688255932,-0.10803471119057768,-0.8027371405483912,0
-0.15873445295239835,-1.1564120099197617,-1.3231207668812242,-0.13321077112236668,0.35431943282824324,-0.7597173823232791,0
-0.15873445295239835,-1.1564120099197617,-1.3231207668812242,0.5118936861829723,-0.7339910907852889,-0.7310375435065376,0
-2.032324617855415,-1.1564120099197617,-1.3231207668812242,-0.40285760777380464,0.4894691056952831,-0.7023577046897962,0
-2.032324617855415,-1.1564120099197617,-1.3231207668812242,0.552852699345216,-0.7339910907852889,-0.6306581076479426,0
1.714855711950618,-1.1564120099197617,-1.2477292157961086,3.9661037961988614,-2.434031712639108,-0.558958510606089,1
-0.15873445295239835,-1.1051583325509236,-1.2477292157961086,-0.21512879744685418,-0.14360041457664083,-0.515938752380977,0
-2.032324617855415,-1.1051583325509236,-1.1723376647109933,-0.28680707048078075,0.32586687011939286,-0.4872589135642355,0
1.714855711950618,-1.0539046551821147,-1.1723376647109933,0.03745178372031558,-0.28586322812089343,-0.4155593165223819,0
-0.15873445295239835,-1.0539046551821147,-1.0969461136259206,0.24566010062838795,-0.7055385280764385,-0.3725395582972698,0
-0.15873445295239835,-1.0539046551821147,-1.1723376647109933,-0.2833938193839271,0.15515149386628982,-0.3438597194805284,0
-0.15873445295239835,-1.0539046551821147,-1.1723376647109933,0.3173383736623145,-0.7055385280764385,-0.31517988066378694,0
-0.15873445295239835,-1.1051583325509236,-1.2477292157961086,0.20128783636929054,-0.26452380608925524,-0.28650004184704553,0
1.714855711950618,-1.0539046551821147,-1.2477292157961086,0.40949615327736294,-0.6557465433359498,-0.2578202030303041,0
-0.15873445295239835,-1.0539046551821147,-1.2477292157961086,-0.0888385068632693,-0.4992574484372723,-0.21480044480519195,0
-0.15873445295239835,-1.0539046551821147,-1.2477292157961086,0.7678875184469957,-0.8620276229751165,-0.18612060598845054,0
1.714855711950618,-1.0026509778132766,-1.1723376647109933,-0.5871731670039015,0.5748267938218349,-0.1574407671717091,0
-0.15873445295239835,-1.0026509778132766,-1.0969461136259206,0.3173383736623145,-0.6841991060448008,-0.11442100894659696,0
1.714855711950618,-1.0539046551821147,-1.0969461136259206,-0.3243528325461708,1.1225386259672077,-0.08574117012985553,1
-0.15873445295239835,-1.0539046551821147,-1.1723376647109933,0.25589985391894887,-0.5846151365638236,-0.04272141190474339,0
-0.15873445295239835,-1.0539046551821147,-1.1723376647109933,-0.13321077112236668,-0.0653558671273018,-0.014041573088001967,0
-0.15873445295239835,-1.0539046551821147,-1.0969461136259206,0.023798779332900998,-0.6272939806270994,0.01463826572873946,0
-0.15873445295239835,-1.0026509778132766,-1.0969461136259206,0.20128783636929054,-0.7837830755257775,0.043318104545480886,0
-2.032324617855415,-1.0539046551821147,-1.0969461136259206,-0.5871731670039015,0.5677136531446222,0.07199794336222232,0
-0.15873445295239835,-1.0539046551821147,-1.0969461136259206,-0.4438166209360484,-0.001337601032388234,0.14369754040407587,0
1.714855711950618,-1.1051583325509236,-1.1723376647109933,0.2490733517252416,-0.5561625738549731,0.1723773792208173,0
-0.15873445295239835,-1.1051583325509236,-1.1723376647109933,0.10913005675424213,-0.3285420721841693,0.21539713744592945,0
-0.15873445295239835,-1.1051583325509236,-1.1723376647109933,-0.058119246991586486,-0.4708048857284219,0.24407697626267089,0
-0.15873445295239835,-1.1051583325509236,-1.2477292157961086,0.505067183989265,-0.9473853111016678,0.2727568150794123,0
-0.15873445295239835,-1.1051583325509236,-1.1723376647109933,-0.23560830402797606,-0.4850311670828468,0.3014366538961537,0
1.714855711950618,-1.1051583325509236,-1.2477292157961086,-0.2799805682870734,0.09113322777137625,0.33011649271289517,0
-0.15873445295239835,-1.1051583325509236,-1.2477292157961086,-0.341419088030439,0.5534873717901971,0.3731362509380073,0
-2.032324617855415,-1.0539046551821147,-1.2477292157961086,1.0614271127764092,-1.4666445805381898,0.4018160897547487,0
-0.15873445295239835,-1.0539046551821147,-1.1723376647109933,-0.7237032108780473,0.005775539644824496,0.4735156867966023,0
-0.15873445295239835,-1.0539046551821147,-1.1723376647109933,0.1808083297881687,-0.7482173721397144,0.5021955256133437,0
-0.15873445295239835,-1.1051583325509236,-1.1723376647109933,0.23200709624097335,-1.1109875466775583,0.5308753644300851,0
-0.15873445295239835,-1.1051583325509236,-1.2477292157961086,-0.5257346472605359,0.6317319192395358,0.5595552032468266,0
-0.15873445295239835,-1.1051583325509236,-1.3231207668812242,-0.6383719334567062,0.30452744808775517,0.588235042063568,0
-0.15873445295239835,-1.1051583325509236,-1.2477292157961086,0.07841079688255932,-0.6272939806270994,0.6169148808803094,0
1.714855711950618,-1.1051583325509236,-1.2477292157961086,0.3856033955993874,-0.5561625738549731,0.6455947196970508,0
-0.15873445295239835,-1.1051583325509236,-1.2477292157961086,0.07499754578570568,-0.9047064670383919,0.688614477922163,0
-0.15873445295239835,-1.1051583325509236,-1.1723376647109933,0.18422158088502233,-0.719764809430864,0.7172943167389044,0
-0.15873445295239835,-1.1051583325509236,-1.3231207668812242,-0.3687250968052682,-0.12937413322221536,0.7459741555556458,0
